National Database Number,Field Number,Nmfs Regional Number,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2012-1144026,CRC-1205,12NWR05075,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,100 yds past the last no driving signs s of Taurus,46.9612,dd.dddd,,_124.172,,Internet/Software,N,CBD,2012-MAY-18,2012,MAY,18,Beach or Land,,Moderate Decomposition,Y,2012-MAY-18,2012,MAY,18,Moderate Decomposition,N,UNKNOWN,SUBADULT,4,ft,Estimated,,,,N,,,,,,,,No response due to carcass condition and scavenging. Examined via photos only.,CRC-1205
NW-2007-1070369,CRC-801,07NWR07070,"Porpoise, harbor",Phocoena,phocoena,Validated,Ed Mitchell,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Quinault Beach Resort,47.0356,decimal degrees,,_124.1721,,Internet/Software,N,N,2007-JUL-21,2007,JUL,21,Beach or Land,,Fresh Dead,N,2007-JUL-21,2007,JUL,21,Fresh Dead,N,MALE,PUP/CALF,87,cm,Actual,9,kg,Actual,Y,,,2007-JUL-23,2007,JUL,23,CRC,Picked up by Ed (BPC) and brought to Lakewood. Refrigerated until necropsy could be performed on 23 July.,CRC-801
NW-2011-1140072,CRC-1171,11NWR08076,"Porpoise, harbor",Phocoena,phocoena,Validated,Alie Perez,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,Ocean City State park,47.0305,dd.dddd,,_124.1723,,Internet/Software,N,N,2011-AUG-08,2011,AUG,8,Beach or Land,,Fresh Dead,N,2011-AUG-08,2011,AUG,8,Fresh Dead,N,MALE,PUP/CALF,87,cm,Actual,8,kg,Actual,Y,Complete,Fresh,2011-AUG-10,2011,AUG,10,CRC,"picked up off beach by Jason, held overnight for Alie to collect following day",CRC--1171
NW-2010-1126537,CRC-1063,10NWR07119,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,,46.9755,dd.dddd,,_124.1724,,Internet/Software,N,N,2010-JUL-09,2010,JUL,9,Beach or Land,,Fresh Dead,N,2010-JUL-09,2010,JUL,9,Fresh Dead,N,FEMALE,ADULT,142,cm,Actual,120,lb,Estimated,Y,Complete,Fresh,2010-JUL-10,2010,JUL,10,CRC/WDFW,p/u off beach by Ed and held overnight for JLH to p/u in morning.,CRC-1063
NW-2010-1126538,CRC-1063Fetus,10NWR07120,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,,46.9755,dd.dddd,,_124.1724,,Internet/Software,N,N,2010-JUL-09,2010,JUL,9,Beach or Land,,Fresh Dead,N,2010-JUL-09,2010,JUL,9,Fresh Dead,N,MALE,PUP/CALF,71,cm,Actual,6.2,kg,Actual,Y,Complete,Fresh,2010-JUL-10,2010,JUL,10,CRC/WDFW,in mom (CRC-1063),CRC-1063Fetus
NW-2009-1151265,CRC-957,09NWR07191,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1 mi N of Illahee Beach access,47.0216,dd.dddd,estimate,_124.1725,estimate,Internet/Software,N,CBD,2009-JUL-26,2009,JUL,26,Beach or Land,,Condition Unknown,Y,2009-JUL-27,2009,JUL,27,,N,,UNKNOWN,120,cm,estimate,,,,N,,,,,,,,"Was reported to be at mid-tide line on morning of 26 July. Ed went out on 27 July to see if carcass was still there, but did not find it.",
NW-2011-1140056,CRC-1161,11NWR06067,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,163 Ocean Shores Blvd SW,46.9822,dd.dddd,,_124.1725,,Internet/Software,N,CBD,2011-JUN-23,2011,JUN,23,Beach or Land,,Moderate Decomposition,Y,2011-JUN-27,2011,JUN,27,Moderate Decomposition,N,UNKNOWN,ADULT,5,ft,Estimated,0,,,N,,,,,,,,"looked for it during beach survey on 27-Jun, could not find.",CRC-1161
NW-2015-1171304,CRC-1467,15NWR02002,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1/4 mile N of Best Western,47.0221,dd.dddd,estimate,_124.1726,estimate,Internet/Software,N,CBD,2015-FEB-02,2015,FEB,2,Beach or Land,,Moderate Decomposition,N,2015-FEB-02,2015,FEB,2,Moderate Decomposition,N,MALE,ADULT,152,cm,actual,45,kg,actual,Y,complete,fresh,2015-FEB-03,2015,FEB,3,CRC,"removed from beach by park rangers, held on ice until necropsy on 03-Feb.",
NW-2010-1120632,CRC-1039,10NWR05016,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,between ocean lake way and pacific,46.989,dd.dddd,,_124.1728,,Internet/Software,N,CBD,2010-MAY-21,2010,MAY,21,Beach or Land,,Advanced Decomposition,N,2010-MAY-21,2010,MAY,21,Advanced Decomposition,N,UNKNOWN,YEARLING,880,cm,Actual,0,,,Y,Limited,Fresh,2010-MAY-21,2010,MAY,21,CRC/WDFW,Ed reported at 1400. City ready to bury right away before the weekend.,CRC-1039
NW-2012-1151193,CRC-1229,12NWR09064,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,somewhere between Best Western and Shilo Inn,47.0106,dd.dddd,estimate,_124.1728,estimate,Internet/Software,N,N,2012-SEP-10,2012,SEP,10,Beach or Land,,Fresh Dead,N,2012-SEP-10,2012,SEP,10,Fresh Dead,N,MALE,PUP/CALF,101,cm,actual,12,kg,actual,Y,complete,fresh,2012-SEP-11,2012,SEP,11,CRC/WDFW,"picked up off the beach by the RP, held at the Ocean Shores Interpretive Center for pickup.",
NW-2008-1081193,CRC-855,08NWR07057,"Porpoise, harbor",Phocoena,phocoena,Validated,Ed Mitchell,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Ocean Shores,46.9731,dd.dddd,,_124.1729,,Internet/Software,N,N,2008-JUL-16,2008,JUL,16,Beach or Land,,Fresh Dead,N,2008-JUL-16,2008,JUL,16,Fresh Dead,N,FEMALE,PUP/CALF,81,cm,Actual,7.5,kg,Actual,Y,complete,frozen,2008-JUL-28,2008,JUL,28,CRC/ WDFW,Picked up by Ed on 16-Jul and transferred to JLH and Ilana on 17-Jul.,CRC-855
NW-2008-1081205,CRC-857,08NWR07061,"Porpoise, harbor",Phocoena,phocoena,Validated,Ed Mitchell,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Ocean Shores,46.9731,dd.dddd,,_124.1729,,Internet/Software,N,N,2008-JUL-24,2008,JUL,24,Beach or Land,,Fresh Dead,N,2008-JUL-24,2008,JUL,24,Fresh Dead,N,FEMALE,PUP/CALF,79,cm,Actual,10,kg,Estimated,Y,limited,fresh,2008-JUL-24,2008,JUL,24,CRC,picked up off beach by Ed and transferred to JLH at BPC.,CRC-857
NW-2014-1156766,CRC-1352,14NWR03019,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,South of Shilo Inn,47.0053,dd.dddd,estimate,_124.1729,estimate,Internet/Software,N,N,2014-MAR-20,2014,MAR,20,Beach or Land,,Fresh Dead,N,2014-MAR-20,2014,MAR,20,Fresh Dead,N,FEMALE,ADULT,162,cm,actual,75,kg,estimate,Y,complete,fresh,2014-MAR-21,2014,MAR,21,CRC,collected by OCSP and held overnight for pickup by Erin Keene,
NW-2009-1093953,WDFW2009-026,09NWR05018,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,1/2 mile north of casino,47.0128,dd.dddd,,_124.173,,Internet/Software,N,CBD,2009-MAY-17,2009,MAY,17,Beach or Land,,Fresh Dead,N,,,,,Fresh Dead,N,UNKNOWN,SUBADULT,130,cm,Estimated,35,kg,Estimated,Y,limited,fresh,2009-MAY-17,2009,MAY,17,WDFW/MMI,Found dead mostly scavenged on beach.,WDFW2009-026
NW-2015-1177273,CRC-1499,15NWR09020,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,between Butterclam and jetty,47.009,dd.dddd,estimate,_124.173,estimate,GPS,N,CBD,2015-SEP-05,2015,SEP,5,Beach or Land,,Mummified/Skeletal,Y,,,,,Mummified/Skeletal,N,UNKNOWN,SUBADULT,,,,,,,N,,,,,,,,,
NW-2012-1152583,WDFW2012-134,12NWR08130,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Just south of Quinault Casino,47.0123,dd.dddd,estimate,_124.1732,estimate,Internet/Software,N,Y,2012-AUG-17,2012,AUG,17,Beach or Land,,Fresh Dead,N,2012-AUG-17,2012,AUG,17,Fresh Dead,N,MALE,ADULT,149,cm,actual,55,kg,estimate,Y,complete,fresh,2012-AUG-17,2012,AUG,17,WDFW/MMI,Report came through three NOAA enforcement as dead on beach. RP reported animal was rolling around in surf behind the Quinault Resort. RP took pictures and JSO coordinated with Beacon Pest Control to retrieve carcass DML met Beacon and transported to WDFW,WDFW2012-134
NW-2012-1144019,CRC-1198,12NWR03013,"Porpoise, harbor",Phocoena,phocoena,Validated,Alie Perez,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,1 mile north of Oyehut beach approach,47.0307,dd.dddd,,_124.1734,,Internet/Software,N,N,2012-MAR-08,2012,MAR,8,Beach or Land,,Fresh Dead,N,2012-MAR-08,2012,MAR,8,Fresh Dead,N,MALE,ADULT,146,cm,Actual,43,kg,Actual,Y,Complete,Fresh,2012-MAR-09,2012,MAR,9,CRC,"Picked up by OCSP, transferred to Alie on same day.",CRC-1198
NW-2015-1173036,CRC-1475,15NWR04023,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,just north of Casino,47.0429,dd.dddd,estimate,_124.1736,estimate,Internet/Software,N,N,2015-APR-23,2015,APR,23,Beach or Land,,Fresh Dead,N,2015-APR-24,2015,APR,24,Fresh Dead,N,FEMALE,ADULT,165,cm,actual,,,,Y,complete,frozen,2015-JUN-04,2015,JUN,4,AHC/CRC/WDFW/NMFS,"reported late in the day on 23-Apr, unable to recover before dark. Relocated and recovered on afternoon of 24 Apr, kept on ice overnight. Transferred to NMML freezer on 25-Apr for necropsy session at UW in June.",
NW-2014-1159447,CRC-1410,14NWR08033,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,Between 2nd and Waikiki,47.0698,dd.dddd,actual,_124.1736,actual,GPS,N,N,2014-AUG-01,2014,AUG,1,Beach or Land,,Fresh Dead,N,2014-AUG-01,2014,AUG,1,Fresh Dead,N,MALE,SUBADULT,125,cm,actual,,,,Y,complete,fresh,2014-AUG-01,2014,AUG,1,CRC,reported while washing in with the tide. Immediately recovered.,
NW-2009-1151032,CRC-1008,09NWR09221,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,in front of Quinault Casino,47.0391,dd.dddd,estimate,_124.1736,estimate,Internet/Software,N,CBD,2009-SEP-03,2009,SEP,3,Beach or Land,,Fresh Dead,Y,2009-SEP-03,2009,SEP,3,Fresh Dead,N,UNKNOWN,UNKNOWN,120,cm,estimate,,,,N,,,,,,,,Ed went to find porpoise after high tide but found nothing at the location- washed out? Only descritpion is from responding party.,
NW-2007-1070371,CRC-798,07NWR07067,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Pacicif Blvd. Bach Access,46.9937,decimal degrees,,_124.174,,GPS,N,Y,2007-JUL-11,2007,JUL,11,Beach or Land,,Fresh Dead,N,2007-JUL-11,2007,JUL,11,Fresh Dead,N,FEMALE,ADULT,166,cm,Actual,75,kg,Actual,Y,,,2007-JUL-11,2007,JUL,11,CRC/WDFW,was found in the surf and pulled up onto the beach (right off of the beach access); scavenged at that time (see external comments); collected and put on ice and then transported to WDFW game farm to be necropsied,CRC-798
NW-2011-1140063,CRC-1167,11NWR07096,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,400ft N of Jetty,46.9291,dd.dddd,,_124.174,,Internet/Software,N,CBD,2011-JUL-28,2011,JUL,28,Beach or Land,,Fresh Dead,N,2011-JUL-29,2011,JUL,29,Fresh Dead,N,FEMALE,PUP/CALF,83,cm,Actual,0,,,Y,Complete,Fresh,2011-JUL-30,2011,JUL,30,CRC/WDFW,"Josh picked up during beach survey on 29 July, put on ice until necropsy on 30 july",CRC-1167
NW-2012-1151128,CRC-1215,12NWR07077,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Ocean Lake Way beach entrance,46.983,dd.dddd,estimate,_124.174,estimate,Internet/Software,N,N,2012-JUL-14,2012,JUL,14,Beach or Land,,Fresh Dead,N,2012-JUL-14,2012,JUL,14,Fresh Dead,N,FEMALE,PUP/CALF,86,cm,actual,13,kg,estimate,Y,complete,fresh,2012-JUL-14,2012,JUL,14,CRC,"removed from beach by park rangers, picked up by JLH at ranger station",
NW-2007-1067311,CRC-787,07NWR05061,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1/4 mile N of Jetty,46.931,decimal degrees,,_124.174,,,N,N,2007-MAY-01,2007,MAY,1,Beach or Land,,Fresh Dead,N,2007-MAY-01,2007,MAY,1,Fresh Dead,N,FEMALE,ADULT,175,cm,actual,70,kg,actual,Y,,,2007-MAY-02,2007,MAY,2,CRC,Picked up off beach by Beacon Pest Control and transferred to JLH and EAF at the BPC office.,CRC-787
NW-2011-1142272,WDFW2011-069,11NWR07121,"Cetacean, unidentified",,,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Just north of the south side of the no drive area,46.9953,dd.dddd,,_124.1743,,Internet/Software,N,CBD,2011-JUL-01,2011,JUL,1,Beach or Land,,Moderate Decomposition,N,2011-JUL-01,2011,JUL,1,Moderate Decomposition,N,UNKNOWN,SUBADULT,98,cm,Estimated,,,,Y,Limited,Fresh,2011-JUL-01,2011,JUL,1,WDFW/MMI,"Mostly just vetabrae, animal track at site and remains of of carcass had dragged about 25 yards up the beach towards sand dunes, bird and dog tracks, head and thoracic area missing, no blubber. Suspect Harbor porpoise took genetics to confirm.",WDFW2011-069
NW-2014-1159429,CRC-1388,14NWR07066,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,"Chance ala mer Access, O.S.",47.0067,dd.dddd,estimate,_124.1746,estimate,Internet/Software,N,Y,2014-JUL-09,2014,JUL,9,Beach or Land,,Alive,N,2014-JUL-09,2014,JUL,9,Fresh Dead,N,MALE,UNKNOWN,84.5,cm,actual,11,kg,actual,Y,complete,fresh,2014-JUL-10,2014,JUL,10,CRC,"Reported Live stranded and not able to swim on its own at 20:00. Unknown public tried to push back out. OCSP ranger tried to assist animal with swimming but unresponsive. 20:30 removed from beach, kept wet and cool for transport to Lakewood, euthanized mo",
NW-2012-1144014,CRC-1194,12NWR02033,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,,47.0809,dd.dddd,,_124.1747,,GPS,N,CBD,2012-FEB-09,2012,FEB,9,Beach or Land,,Fresh Dead,N,2012-FEB-10,2012,FEB,10,Fresh Dead,N,MALE,ADULT,151,cm,Actual,125,lb,Estimated,Y,Limited,Fresh,2012-FEB-10,2012,FEB,10,CRC,,CRC-1194
NW-2008-1078009,CRC-841,08NWR05002,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Illahee Beach,47.0183,dd.dddd,,_124.1747,,GPS,N,N,2008-MAY-01,2008,MAY,1,Beach or Land,,Fresh Dead,N,2008-MAY-01,2008,MAY,1,Fresh Dead,N,FEMALE,SUBADULT,123,cm,Actual,21,kg,Actual,Y,complete,fresh,2008-MAY-01,2008,MAY,1,CRC,,CRC-841
NW-2012-1151202,CRC-1223,12NWR08064,"Porpoise, harbor",Phocoena,phocoena,Validated,Annie Douglas,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Chance al la mer beach entrance,47.0093,dd.dddd,actual,_124.1748,actual,GPS,N,N,2012-AUG-13,2012,AUG,13,Beach or Land,,Fresh Dead,N,2012-AUG-14,2012,AUG,14,Fresh Dead,N,MALE,ADULT,148,cm,actual,50,kg,actual,Y,complete,fresh,2012-AUG-15,2012,AUG,15,CRC/WDFW,reported washed up around 1600 on 13 Aug. ABD collected carcass on 14 Aug and transferred to WDFW for necropsy,
NW-2011-1140069,CRC-1153,11NWR05052,"Porpoise, harbor",Phocoena,phocoena,Validated,Bethany A Diehl,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1191 Ocean Shores Blvd SW,46.9413,dd.dddd,,_124.1748,,Internet/Software,N,N,2011-MAY-16,2011,MAY,16,Beach or Land,,Fresh Dead,N,2011-MAY-16,2011,MAY,16,Fresh Dead,N,FEMALE,ADULT,171,cm,Actual,55.5,kg,,Y,Complete,Fresh,2011-MAY-17,2011,MAY,17,WDFW/MMI,"Picked up off beach by Ranger Jason Thom, held overnight for BAD and Alex to pick up.",CRC-1153
NW-2011-1131026,CRC-1151,11NWR04008,"Whale, gray",Eschrichtius,robustus,Validated,Bethany A Diehl,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,just S of Illahee Beach approach,47.0167,dd.dddd,,_124.175,,GPS,N,CBD,2011-APR-27,2011,APR,27,Beach or Land,,Advanced Decomposition,N,2011-APR-28,2011,APR,28,Advanced Decomposition,N,FEMALE,ADULT,1210,cm,Actual,0,,,Y,Limited,Fresh,2011-APR-28,2011,APR,28,CRC,"first sighted rolling in surf on 27 Apr at 1000, reported at 1200.",CRC-1151
NW-2011-1131025,CRC-1150,11NWR04007,"Porpoise, harbor",Phocoena,phocoena,Validated,Bethany A Diehl,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,,47.0441,dd.dddd,,_124.175,,GPS,N,CBD,2011-APR-20,2011,APR,20,Beach or Land,,Mummified/Skeletal,N,2011-APR-20,2011,APR,20,Mummified/Skeletal,N,UNKNOWN,ADULT,156,cm,Actual,0,,,N,,,,,,,,"found during beach survey, not previously reported.",CRC-1150
NW-2015-1177260,CRC-1487,15NWR07072,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,1225 Ocean Shores Blvd SW,46.939,dd.dddd,actual,_124.175,actual,Internet/Software,N,N,2015-JUL-09,2015,JUL,9,Beach or Land,,Fresh Dead,N,2015-JUL-09,2015,JUL,9,Fresh Dead,N,FEMALE,PUP/CALF,91,cm,actual,8.1,kg,actual,Y,complete,fresh,2015-JUL-09,2015,JUL,9,CRC,,
NW-2015-1177267,CRC-1485,15NWR07077,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,1/4 mile N of casino,47.044,dd.dddd,estimate,_124.175,estimate,Internet/Software,N,Y,2015-JUL-06,2015,JUL,6,Beach or Land,,Fresh Dead,N,2015-JUL-06,2015,JUL,6,Fresh Dead,N,MALE,PUP/CALF,80,cm,actual,9,kg,actual,Y,complete,fresh,2015-JUL-07,2015,JUL,7,CRC,"was reported dead by member of public at 16:45. Spoke to park ranger, who said it was definitely alive and breathing on the beach at 15:00.",
NW-2015-1177274,CRC-1500,15NWR09021,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,200 yds N of no drive area,47.006,dd.dddd,estimate,_124.175,estimate,Internet/Software,N,Y,2015-SEP-05,2015,SEP,5,Beach or Land,,Alive,Y,,,,,Alive,Y,UNKNOWN,UNKNOWN,,,,,,,N,,,,,,,,"RP reported seeing a couple of guys putting a porpoise on a boogie board and trying to get it past the surf line. Porpoise came back to shore 2x, then RP left the site. No photos. Reported several hours later.",
NW-2011-1131020,CRC-1145,11NWR03002,"Porpoise, harbor",Phocoena,phocoena,Validated,Lisa Schlender,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,End of Ocean Shores Blvd; Brown's Point,46.9274,dd.dddd,,_124.1751,,Internet/Software,N,CBD,2011-MAR-05,2011,MAR,5,Beach or Land,,Moderate Decomposition,N,2011-MAR-05,2011,MAR,5,Advanced Decomposition,N,UNKNOWN,SUBADULT,120,cm,Estimated,,,,N,,,,,,,,Animal found within rocks near Brown's Point Jetty,CRC-1145
NW-2015-1171306,CRC-1469,15NWR02004,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,,47.0334,dd.dddd,actual,_124.1752,actual,GPS,N,CBD,2015-FEB-12,2015,FEB,12,Beach or Land,,Fresh Dead,N,2015-FEB-12,2015,FEB,12,Fresh Dead,N,MALE,ADULT,146.5,cm,actual,36.5,kg,actual,Y,complete,fresh,2015-FEB-13,2015,FEB,13,CRC/WDFW,was seen and photographed by OSPD on 11 Feb. May have been sighted by someone else on 10 Feb (reported to NOAA several days later).,
NW-2014-1156760,CRC-1346,14NWR03014,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,just S of Butterclam Dr,46.9609,dd.dddd,actual,_124.1752,actual,GPS,N,CBD,2014-MAR-06,2014,MAR,6,Beach or Land,,Fresh Dead,N,2014-MAR-07,2014,MAR,7,Fresh Dead,N,MALE,ADULT,155,cm,actual,,,,Y,limited,fresh,2014-MAR-07,2014,MAR,7,CRC,seen at 17:30 on 06-Mar.,
NW-2013-1151215,CRC-1254,13NWR05037,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,ocean city,Grays Harbor,WA,Pacific Ocean,4.7 miles N of Best Western,47.0852,dd.dddd,actual,_124.1752,actual,GPS,N,CBD,2013-MAY-26,2013,MAY,26,Beach or Land,,Moderate Decomposition,Y,2013-MAY-27,2013,MAY,27,Moderate Decomposition,N,UNKNOWN,SUBADULT,48,in,estimate,,,,N,,,,,,,,"Reported on 26-May by Coastal Raptors. Asked State Parks ranger to try to find and remove from beach. Ranger was unable to locate, CRC went to search for it after humpback whale (CRC-1256) necropsy on 27-May, also unable to locate.",
NW-2014-1159448,CRC-1411,14NWR08034,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,at Marine View Drive,46.9528,decimal degrees,estimate,_124.1753,estimate,,N,Y,2014-AUG-04,2014,AUG,4,Beach or Land,,Alive,N,2014-AUG-04,2014,AUG,4,Fresh Dead,N,MALE,PUP/CALF,111.3,cm,actual,18.7,kg,actual,Y,complete,fresh,2014-AUG-05,2014,AUG,5,CRC/WDFW,Struggling in surf and repeatedly beaching at 1300. State parks unable to get it to swim so removed from area and kept in water at their facility at 1400. We took back to beach when we arrived at 1600 and tried several times to get it back out but it coul,
NW-2012-1144020,CRC-1199,12NWR02036,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,1.5 miles N of ocean city access,47.0881,dd.dddd,,_124.1755,,GPS,N,CBD,2012-FEB-23,2012,FEB,23,Beach or Land,,Moderate Decomposition,N,2012-FEB-23,2012,FEB,23,Moderate Decomposition,N,MALE,SUBADULT,135,cm,Actual,,,,N,,,,,,,,no response due to decomposition,CRC-1199
NW-2014-1156765,CRC-1351,14NWR03018,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,N of ocean city beach access,47.1028,dd.dddd,actual,_124.1758,actual,GPS,N,CBD,2014-MAR-20,2014,MAR,20,Beach or Land,,Moderate Decomposition,Y,,,,,Moderate Decomposition,N,MALE,ADULT,140,cm,estimate,,,,N,,,,,,,,no response due to carcass condition,
NW-2011-1131015,CRC-1140,11NWR01019,"Whale, unidentified baleen",unidentified,unidentified,Validated,Bethany A Diehl,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,,47.0653,dd.dddd,,_124.1759,,GPS,N,CBD,2011-JAN-28,2011,JAN,28,Beach or Land,,Advanced Decomposition,N,2011-JAN-28,2011,JAN,28,Advanced Decomposition,N,UNKNOWN,UNKNOWN,,,,0,,,Y,Limited,,,,,,CRC,Found during January Beach Survey,CRC-1140
NW-2015-1181059,CRC-1510,15NWR11010,"Dolphin, striped",Stenella,coeruleoalba,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,1/4 mile N of casino,47.0463,dd.dddd,estimate,_124.1761,estimate,Internet/Software,N,N,2015-NOV-11,2015,NOV,11,Beach or Land,,Alive,N,2015-NOV-11,2015,NOV,11,Fresh Dead,N,MALE,SUBADULT,216,cm,actual,200,lb,estimate,Y,complete,fresh,2015-NOV-12,2015,NOV,12,CRC,3rd hand report of live dolphin in surf at 10:20. was dead by the time we could confirm it was there (11:15),
