County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Jefferson,NW-2009-1151275,CRC-965,09NWR08250,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Chimacum,WA,Puget Sound,Oak Bay,48.0204,dd.dddd,actual,-122.7309,actual,GPS,N,N,2009-AUG-05,2009,AUG,5,Beach or Land,NA,Fresh Dead,N,2009-AUG-05,2009,AUG,5,Fresh Dead,N,Male,Calf,92,cm,actual,11,kg,actual,Y,complete,fresh,2009-AUG-10,2009,AUG,10,CRC,"Was picked up fresh, on ice until necropsy.",080509-07,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,-0.934721644,-0.208678116,-122.7309,48.0204
Jefferson,NW-2011-1139926,EJC-2011-016,11NWR10051,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NOAA Fisheries,NOAA Fisheries,NW,Shine,WA,Pacific Ocean,"Puget Sound, Shine Tidelands State Park on Bywater Bay",NA,decimal degrees,NA,NA,NA,NA,N,CBD,2011-OCT-23,2011,OCT,23,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,36,in,estimate,70,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,Partial carcass with clean cut lines. Due to condition no network member responded.,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2018-1203473,CRC-1660,18NWR06029,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,La Push,WA,Pacific Ocean,First beach,47.9039,decimal degrees,estimate,-124.6332,estimate,Internet,NA,CBD,2018-JUN-19,2018,JUN,19,Beach or Land,NA,Fresh Dead,N,NA,NA,NA,NA,Fresh Dead,NA,Female,Calf,80,cm,estimate,0,NA,N,NA,NA,NA,NA,NA,"first seen on 19 June, facebook post screenshot sent to Orca Network on 20 June and forwarded to JLH. JLH called ONP on 20 June but they were not interested in looking for the animal. Jennifer Hagan of the Quileute tribe contacted NOAA on 21 June to say that she had tried to report it to the west coast hotline to coordinate response and sampling, not sure what organization the hotline contacted. Jennifer said that the carcass had disappeared sometime after the report on 19 June. Sent a better photo to Lynne Barre and Lynne forwarded to CRC.. gender determined from photo.. . examined via photos only, no evidence of HI seen.",NA,NA,NA,NA,Pacific white-sided dolphin,Inland_WA,47.81172188,-123.6656216,0.967578356,-0.092178116,-124.6332,47.9039
Jefferson,NW-2002-1000252,02-JE-029,02NWR08013,"Whale, pilot, short-finned",Globicephala,macrorhynchus,Validated,"Other (see ""Remarks"")",citizen caller,citizen caller,NW,Quinalt Indian Reservatio,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2002-AUG-15,2002,AUG,15,Beach or Land,NA,Advanced Decomposition,N,2002-AUG-15,2002,AUG,15,Advanced Decomposition,NA,Unid,Subadult,71,in,estimate,NA,kg,N,NA,NA,NA,NA,NA,Examined by Joe Schumacker (biologist at the Quinalt Indian Reservation),NA,NA,NA,NA,Other,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2004-1039929,04-JE-146,04NWR09014,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,citizen caller,citizen caller,NW,Port Townsend,WA,Puget Sound,just SW of McCurdy Point,NA,NA,NA,NA,NA,NA,NA,CBD,2004-SEP-16,2004,SEP,16,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,60,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,could not find animal on the 18th,NA,Dalls porpoise,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2005-1054517,CRC700,05NWR12009,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Marrowstone Island,WA,Puget Sound,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-DEC-08,2005,DEC,8,Beach or Land,NA,Moderate Decomposition,N,2005-DEC-08,2005,DEC,8,Moderate Decomposition,N,Male,Yearling,707,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,some sloughing of skin; bruising at ventral insertion of left pec fin,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2009-1151256,CRC-1011,09NWR09222,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch, north of campground",47.631,dd.dddd,actual,-124.3814,actual,GPS,N,CBD,2009-SEP-16,2009,SEP,16,Beach or Land,NA,Fresh Dead,N,2009-SEP-17,2009,SEP,17,Fresh Dead,N,Female,Adult,146,cm,actual,125,lb,estimate,Y,limited,fresh,2009-SEP-16,2009,SEP,16,CRC,Limited necropsy performed.,NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.715778356,0.180721884,-124.3814,47.631
Jefferson,NW-2009-1104277,WDFW2009-118,09NWR10039,"Porpoise, harbor",Phocoena,phocoena,Validated,Josh Oliver,WDFW/MMI,WDFW/MMI,NW,NA,WA,Hood Canal,NW side of bridge,47.8649,dd.dddd,NA,-122.637,NA,Internet/Software,N,Y,2009-OCT-22,2009,OCT,22,Floating,NA,Fresh Dead,N,2009-OCT-22,2009,OCT,22,Fresh Dead,N,Male,Calf,120,cm,Actual,30,kg,Actual,Y,Complete,Fresh,2009-OCT-22,2009,OCT,22,WDFW/MMI,Found floating dead off bridge. Lots of fishing in area for salmon. Tribal and non-tribal gillnets active in Area 8 until 23-Oct-09.,WDFW2009-118,Harbor porpoise,NA,47.81172188,-123.6656216,-1.028621644,-0.053178116,-122.637,47.8649
Jefferson,NW-2012-1151270,CRC-1210,12NWR06118,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,"Goodman Creek, Olympic Coast National Park",47.8198,dd.dddd,actual,-124.4918,actual,GPS,N,Y,2012-JUN-10,2012,JUN,10,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,Advanced Decomposition,N,Unid,Adult,176,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Spoke to park rangers, location was too remote to get to without guidance and unsure if the animals still there. They were willing to go out and remove the nets, would let us know if any identifiers on gear.",NA,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.826178356,-0.008078116,-124.4918,47.8198
Jefferson,CRC-1616,CRC-1616,NA,"Whale, gray",Eschrichtius,robustus,NA,NA,NA,NA,NA,NA,WA,NA,NA,47.632,NA,NA,-124.38,NA,NA,NA,CBD,8/16/17,2017,AUG,NA,NA,NA,Live,NA,NA,NA,NA,NA,NA,NA,Male,Yearling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,NA,47.81172188,-123.6656216,0.714378356,0.179721884,-124.38,47.632
Jefferson,NW-2004-1031293,CRC-509,04NWR07001,"Whale, humpback",Megaptera,novaeangliae,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-JUL-04,2004,JUL,4,Beach or Land,NA,Advanced Decomposition,N,2004-JUL-06,2004,JUL,6,Advanced Decomposition,N,Male,Subadult,835,in,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humpback whale,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2008-1078015,CRC-844,08NWR05003,"Whale, gray",Eschrichtius,robustus,Validated,Ed Mitchell,State Parks Personnel,State Parks Personnel,NW,NA,WA,Pacific Ocean,"Copalis Beach, Conner Creek area",47.1164,dd.dddd,NA,-124.1846,NA,GPS,N,Y,2008-MAY-03,2008,MAY,3,Beach or Land,NA,Alive,N,2008-MAY-03,2008,MAY,3,Fresh Dead,N,Female,Subadult,796,cm,Actual,0,NA,NA,Y,limited,fresh,2008-MAY-05,2008,MAY,5,CRC,"Live stranded on eveing of the 3rd. Ed went out to photograph and assess situation. Tide about to come back in and daylight hours limited, decided to wait to seeif it could free itself. Died overnight and washed in 1/2mi S. of where it originally stranded",CRC--844,Gray whale,NA,47.81172188,-123.6656216,0.518978356,0.695321884,-124.1846,47.81172188
Jefferson,CRC-833,CRC-833,NA,"Whale, sperm",Physeter,macrocephalus,NA,NA,NA,NA,NA,NA,WA,NA,NA,47.6046,NA,NA,-124.37,NA,NA,NA,N,1/11/08,2008,JAN,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Female,Calf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sperm whale,NA,47.81172188,-123.6656216,0.704378356,0.207121884,-124.37,47.6046
Jefferson,NW-2000-1023723,CRC-468,CRC-468,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,NA,Unknown,NW,Queets,WA,NA,1 mile south of Queets,NA,NA,NA,-124.21,NA,NA,NA,N,2000-MAY-11,2000,MAY,11,NA,NA,Fresh Dead,N,2000-MAY-17,2000,MAY,17,Advanced Decomposition,N,Female,Unid,1240,cm,actual,NA,kg,Y,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,0.544378356,NA,-124.21,47.81172188
Jefferson,NW-2002-1000252,02-JE-029,02NWR08013,"Whale, pilot, short-finned",Globicephala,macrorhynchus,Validated,"Other (see ""Remarks"")",citizen caller,citizen caller,NW,Quinalt Indian Reservatio,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2002-AUG-15,2002,AUG,15,Beach or Land,NA,Advanced Decomposition,N,2002-AUG-15,2002,AUG,15,Advanced Decomposition,NA,Unid,Subadult,71,in,estimate,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,Examined by Joe Schumacker (biologist at the Quinalt Indian Reservation),NA,Other,Inland_WA,47.81172188,-123.6656216,NA,NA,-123.6656216,47.81172188
Jefferson,NW-2018-1202914,CRC-1652,18NWR05014,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Queets,WA,Pacific Ocean,"1/4 mile S of South Beach campground, on QIN land",47.5625,decimal degrees,actual,-124.3611,actual,GPS,NA,Y,2018-MAY-07,2018,MAY,7,Beach or Land,NA,Advanced Decomposition,Y,2018-MAY-08,2018,MAY,8,Advanced Decomposition,NA,Female,Adult,1280,cm,actual,0,NA,Y,NA,NA,NA,NA,NA,"Escorted by Quinault Department of Natural Resources since it was on tribal land.. Extremely bloated. Large patches of skin sloughing off, all skin gone from tailstock and fluke. Tons of flies, massive amount of maggots in mouth. Laying on back and tipped to Rt side. Tailstock bent almost 90 degrees to the left. Cyst/blister on ventral tailstock (seen in other stranded grays as well). Evidence of old entanglement on tailstock. Appears to have been 2-3 wraps, significant indentation into blubber on ventral side at fluke insertion. Some old killer whale rakes on fluke, edge of L pec fin and fluke tips missing. Blubber had little oil--poor nutritional condition.. . Evidence of old entanglement on tailstock. Appears to have been 2-3 wraps, significant indentation into blubber on ventral side at fluke insertion. No bruising at site, likley happened some time ago and unrelated to stranding. Unable to examine top of head and back.",NA,NA,NA,NA,Gray whale,Inland_WA,47.81172188,-123.6656216,0.695478356,0.249221884,-124.3611,47.5625
Jefferson,NW-2007-1070379,CRC-802,07NWR07069,"Porpoise, harbor",Phocoena,phocoena,Validated,Sara McClelland,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,access is north of Kalaloch beach,47.6093,decimal degrees,NA,-124.376,NA,Internet/Software,N,CBD,2007-JUL-15,2007,JUL,15,Beach or Land,NA,Fresh Dead,N,2007-JUL-15,2007,JUL,15,Fresh Dead,N,Unid,Calf,74,cm,Estimated,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,found at high tide line in the rocks approximately 100 yards from log access (beach access where trees begin); Sara was on vacation and her dog found this animal; unable to pick it up and had no materials for taking samples. Carcass too severely scavenged,CRC-802,Harbor porpoise,Inland_WA,47.81172188,-123.6656216,0.710378356,0.202421884,-124.376,47.6093
Jefferson,NW-2017-1195778,CRC-1586,17NWR05006,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,Ruby Beach,47.71,decimal degrees,estimate,-124,estimate,NA,N,CBD,2017-MAY-07,2017,MAY,7,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Male,Subadult,125,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"RP found on a hiking facebook page and forwarded to Orca Network. No exact location noted, tried to contact person who posted the sighting but no response. No further details, not response due to carcass condition.",NA,Dalls porpoise,Inland_WA,47.81172188,-123.6656216,0.334378356,0.101721884,-124,47.71
Jefferson County,NW-2018-1207386,EJC_2018_21,18NWR10023,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Ludlow,WA,Pacific Ocean,"Hood Head, North of spit",47.8894,decimal degrees,estimate,-122.6291,estimate,Internet,NA,Y,2018-OCT-23,2018,OCT,23,Beach or Land,NA,Fresh Dead,NA,2018-OCT-23,2018,OCT,23,Fresh Dead,NA,Female,Adult,145,cm,estimate,60,kg,Y,2018-Oct-25,2018,OCT,25,Dyanna Lambourn,A Human Interaction report was completed during the necropsy lead by Dyanna Lambourn. This is uploaded in the photos/docs.,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.90886867,-122.6623093,-0.033209333,0.019468667,-122.6291,47.8894
Jefferson County,NW-2018-1201358,EJC_2018_002,18NWR03011,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Ludlow,WA,Pacific Ocean,"1681 Thorndyke rd, private beach",47.827206,decimal degrees,actual,-122.697828,actual,Internet,NA,N,2018-MAR-31,2018,MAR,31,Beach or Land,NA,Moderate Decomposition,NA,2018-MAR-31,2018,MAR,31,Moderate Decomposition,NA,Unid,Unid,64,in,actual,NA,NA,N,NA,NA,NA,NA,NA,Harbor porpoise was scavenged heavily between when it was first reported and when we were able to respond and conduct a level a report. There were no obvious clues to its death. It may have been slightly emaciated. Photos included show blubber layers.,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.90886867,-122.6623093,0.035518667,0.081662667,-122.697828,47.827206
Jefferson County,NW-2018-1205903,EJC_2018_23,18NWR10012,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Nordland,WA,Pacific Ocean,East Liplip point on Marrowstone Island,48.01,decimal degrees,actual,-122.66,actual,GPS,NA,CBD,2018-OCT-31,2018,OCT,31,Beach or Land,NA,Mummified/Skeletal,NA,2018-OCT-31,2018,OCT,31,Mummified/Skeletal,NA,Unid,Unid,80,cm,actual,NA,NA,N,NA,NA,NA,NA,NA,While examining EJC_2018_22 one of the land owners guided us to an area where a few weeks earlier they found a harbor porpoise corpse. The report includes photos from their initial finding weeks earlier and also our examination.,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.90886867,-122.6623093,-0.002309333,-0.101131333,-122.66,48.01
King,NW-2010-1120650,CRC-1035,10NWR04007,"Whale, gray",Eschrichtius,robustus,Validated,Kristin Wilkinson,NMML,NMML,NW,Seattle,WA,Puget Sound,near Fontleroy,NA,NA,NA,NA,NA,NA,N,Y,2010-APR-14,2010,APR,14,Swimming,NA,Alive,N,2010-APR-14,2010,APR,14,Fresh Dead,N,Male,Adult,1132,cm,Actual,0,NA,NA,Y,Limited,Fresh,2010-APR-18,2010,APR,18,CRC/WDFW/Makah/HCC,"live stranded on evening of April 14, 2010, died shortly thereafter. towed to McNeil Islad on April 17 for necropsy (47.12.28/122.38.51)",CRC-1035,Gray whale,Inland_WA,47.54074359,-122.4712739,NA,NA,-122.4712739,47.54074359
King,NW-2009-1103643,MBHPD-23Sept09,09NWR09048,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Network Volunteer,WolfTown,WolfTown,NW,Vashon,WA,Pacific Ocean,"Puget Sound, Maury Island Regional Marine Park",NA,decimal degrees,NA,NA,NA,NA,N,CBD,2009-SEP-23,2009,SEP,23,Beach or Land,NA,Moderate Decomposition,N,2009-SEP-23,2009,SEP,23,Moderate Decomposition,N,Male,Subadult,84,in,estimate,250,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,The carcass was placed in the NMML walk in freezer in Building 32 for later exam.,NA,Dalls porpoise,Inland_WA,47.54074359,-122.4712739,NA,NA,-122.4712739,47.54074359
King,NW-2018-1204020,SSW080318,18NWR08001,"Porpoise, harbor",Phocoena,phocoena,Validated,Lynn Shimamoto,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Pacific Ocean,Lincoln Park,47.535569,decimal degrees,actual,-122.39,actual,Internet,NA,CBD,2018-AUG-03,2018,AUG,3,Beach or Land,NA,Advanced Decomposition,Y,2018-AUG-3,2018,AUG,3,Advanced Decomposition,NA,Unid,Calf,88,cm,actual,NA,NA,N,NA,NA,NA,NA,NA,"Possible post-mortem shark scavenging, per consultation with Jessie Huggins, Cascadia Research. See attached photos.",NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,-0.081273852,0.005174593,-122.39,47.535569
King,NW-2010-1128063,10-KG-015,10NWR03043,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,NOAA Fisheries,NOAA Fisheries,NW,Seattle,WA,Pacific Ocean,Discovery Park,47.660308,decimal degrees,actual,-122.431494,actual,Internet,N,CBD,2010-MAR-13,2010,MAR,13,Beach or Land,NA,Moderate Decomposition,N,2010-MAR-13,2010,MAR,13,Moderate Decomposition,N,Male,Adult,60,in,estimate,150,lb,estimate,Y,complete,frozen,2010-APR-01,2010,APR,1,Hanson,Unknown date of necropsy. Scavenger damage to the head.,NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,-0.039779852,-0.119564407,-122.431494,47.660308
King,CRC-1297,CRC-1297,13NWR09035,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Puget Sound,W seattle private beach,47.5259,NA,NA,-122.39,NA,NA,NA,CBD,9/9/13,2013,SEP,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Calf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,-0.081273852,0.014843593,-122.39,47.5259
King,NW-2016-1191194,CRC-1545,16NWR08027,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Seattle,WA,Puget Sound,Fontleroy Ferry Dock,47.522,dd.dddd,actual,-122,actual,GPS,N,N,2016-AUG-07,2016,AUG,7,Beach or Land,NA,Alive,N,2016-AUG-07,2016,AUG,7,Fresh Dead,N,Female,Subadult,1190,cm,actual,18000,lb,estimate,Y,limited,fresh,2016-AUG-07,2016,AUG,7,CRC/WDFW,"reported live stranded in shallow water @0800, in area as early as 0500. JLH and Jeff Hogan entered water at 0930 to try to keep animal cool and comfortable, died at 1040. necropsy same day. Transient killer whales reported in area the day before. This hu",NA,Humpback whale,Inland_WA,47.54074359,-122.4712739,-0.471273852,0.018743593,-122,47.522
King,NW-2017-1195777,SSW051617,17NWR05005,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Puget Sound,3229 Alki Ave SW,47.575,decimal degrees,actual,-122,actual,NA,N,N,2017-MAY-16,2017,MAY,16,Beach or Land,NA,Fresh Dead,N,2017-MAY-16,2017,MAY,16,Fresh Dead,N,Female,Adult,166,cm,actual,NA,NA,NA,Y,complete,fresh,2017-MAY-17,2017,MAY,17,CRC,"removed from beach by seal sitters volunteers, transferred to ELK at 1800, on ice until necropsy next morning.",NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,-0.471273852,-0.034256407,-122,47.575
King,NW-2002-1000247,CRC-482,02NWR08008,"Whale, fin",Balaenoptera,physalus,Validated,Cascadia Research,citizen caller,citizen caller,NW,Seattle,WA,Puget Sound,"Port of Seattle, Terminal 30",NA,NA,NA,NA,NA,NA,N,Y,2002-AUG-09,2002,AUG,9,NA,NA,Fresh Dead,N,2002-AUG-11,2002,AUG,11,Fresh Dead,N,Unid,Adult,1737,cm,actual,NA,kg,estimate,Y,NA,NA,2002-AUG-11,2002,AUG,11,"Osmek, Steve; Lambourn, Dyanna; Chandler, Todd",case referred to NMFS Enforcement,NA,Fin whale,Inland_WA,47.54074359,-122.4712739,NA,NA,-122.4712739,47.54074359
King,NW-2005-1054515,CRC697,05NWR11015,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Vashon Island,WA,Puget Sound,N end of island,NA,NA,NA,NA,NA,NA,N,CBD,2005-NOV-11,2005,NOV,11,Beach or Land,NA,Fresh Dead,N,2005-NOV-11,2005,NOV,11,Fresh Dead,N,Male,Adult,210,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.54074359,-122.4712739,NA,NA,-122.4712739,47.54074359
King,NW-2006-1073801,06-KG-29,06NWR07149,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,NMFS-National Marine Mammal Laboratory,NOAA Fisheries,NW,Vashon Island,WA,Puget Sound,"KVI beach, 150 ft. S. of radio tower",47.4214,decimal degrees,estimate,-122.43,estimate,Internet,N,CBD,2006-JUL-12,2006,JUL,12,NA,NA,Advanced Decomposition,N,2006-JUL-13,2006,JUL,13,Advanced Decomposition,N,Male,Adult,169,cm,actual,0,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Originally reported to WDFW MMI, call forwarded to Cascadia Research. CRC contacted Brad H. at NMFS, who asked Bill Walker (of NMML) to go out and examine animal. Unfortunately,none of the genetics involved submitted level A form. The discrepency was found on 29 Jan2008 by the harbor porpoise UME on site coordinator during the process of the UME investigation. Level A submitted to NOAA regional office by Jessie Huggins of CRC on 30 Jan 08. Bill Walker did not assign a field ID when the animal was examined and the samples were collected--field # assigned by NOAA regional office.",NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,-0.041273852,0.119343593,-122.43,47.4214
King,NW-2005-1044739,MBHPp6205,05NWR06001,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,citizen caller,citizen caller,NW,Normandy Park,WA,Puget Sound,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-JUN-02,2005,JUN,2,Beach or Land,NA,Moderate Decomposition,N,2005-JUN-02,2005,JUN,2,Moderate Decomposition,N,Male,Subadult,0,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54074359,-122.4712739,NA,NA,-122.4712739,47.54074359
