County,National.Database.Number,Field.Number,HI,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Grays Harbor,NW-2014-1159432,CRC-1392,,14NWR07069,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Westport,WA,Pacific Ocean,"End of Hwy 105, THSP",46.85800,dd.dddd,estimate,-124.1170,dd.dddd,estimate,Internet/Software,N,N,2014-JUL-16,2014,JUL,16,Beach or Land,NA,NA,Alive,N,2014-JUL-16,2014,JUL,16,Fresh Dead,N,Female,Calf,85,cm,actual,9.8,kg,2014-JUL-16,2014,JUL,16,CRC,"reported live and struggling in surf at 1600. Responders attempted to get it swimming again, animal unresponsive. Died shortly afterward.",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.039360692,0.203472397,-124117,46858
Grays Harbor,NW-2014-1159469,CRC-1436,,14NWR08052,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,NA,47.07540,dd.dddd,estimate,-124.1773,dd.dddd,estimate,Internet/Software,N,N,2014-AUG-23,2014,AUG,23,Beach or Land,NA,NA,Fresh Dead,N,2014-AUG-23,2014,AUG,23,Fresh Dead,N,Male,Calf,92,cm,actual,10,kg,2014-AUG-25,2014,AUG,25,CRC/WDFW,held on ice until necropsy on 25 August.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.020939308,-0.013927603,-1241773,470754
Grays Harbor,NW-2014-1170522,CRC-1461,,14NWR10061,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Tahola,WA,Pacific Ocean,Pt Grenville,47.30310,dd.dddd,estimate,-124.2630,dd.dddd,estimate,Internet/Software,N,N,2014-OCT-25,2014,OCT,25,Beach or Land,NA,NA,Moderate Decomposition,N,2014-OCT-25,2014,OCT,25,Moderate Decomposition,N,Male,Adult,145,cm,actual,NA,NA,2014-OCT-25,2014,OCT,25,CRC,found right next to CRC-1462 (common dolphin),Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.106639308,-0.241627603,-124263,473031
Grays Harbor,NW-2014-1156765,CRC-1351,,14NWR03018,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,N of ocean city beach access,47.10280,dd.dddd,actual,-124.1758,dd.dddd,actual,GPS,N,CBD,2014-MAR-20,2014,MAR,20,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,Moderate Decomposition,N,Male,Adult,140,cm,estimate,NA,NA,NA,NA,NA,NA,NA,no response due to carcass condition,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.019439308,-0.041327603,-1241758,471028
Grays Harbor,NW-2014-1159429,CRC-1388,,14NWR07066,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,"Chance ala mer Access, O.S.",47.00670,dd.dddd,estimate,-124.1746,dd.dddd,estimate,Internet/Software,N,Y,2014-JUL-09,2014,JUL,9,Beach or Land,NA,NA,Alive,N,2014-JUL-09,2014,JUL,9,Fresh Dead,N,Male,Unid,84.5,cm,actual,11,kg,2014-JUL-10,2014,JUL,10,CRC,"Reported Live stranded and not able to swim on its own at 20:00. Unknown public tried to push back out. OCSP ranger tried to assist animal with swimming but unresponsive. 20:30 removed from beach, kept wet and cool for transport to Lakewood, euthanized mo",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.018239308,0.054772397,-1241746,470067
Grays Harbor,NW-2014-1159445,CRC-1408,,14NWR07081,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Moclips,WA,Pacific Ocean,Pacific Beach,47.20970,dd.dddd,estimate,-124.2061,dd.dddd,estimate,Internet/Software,N,CBD,2014-JUL-30,2014,JUL,30,Beach or Land,NA,NA,Fresh Dead,Y,2014-JUL-31,2014,JUL,31,Fresh Dead,N,Unid,Calf,100,cm,estimate,NA,NA,NA,NA,NA,NA,NA,not reported to stranding network until afternoon of 31 July. Unable to locate. Examined via photos only.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.049739308,-0.148227603,-1242061,472097
Grays Harbor,NW-2014-1157804,CRC-1367,,14NWR05041,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Westport,WA,Pacific Ocean,NA,46.85930,dd.dddd,estimate,-124.1154,dd.dddd,estimate,Internet/Software,N,N,2014-MAY-09,2014,MAY,9,Beach or Land,NA,NA,Moderate Decomposition,N,2014-MAY-09,2014,MAY,9,Moderate Decomposition,N,Female,Adult,181,cm,actual,NA,NA,2014-MAY-10,2014,MAY,10,Westport Aquarium,Removed from beach by state parks.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.040960692,0.202172397,-1241154,468593
Grays Harbor,NW-2014-1157836,CRC-1379,,14NWR06008,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,S of shilo inn,47.00516,dd.dddd,NA,-124.1743,dd.dddd,NA,NA,N,CBD,2014-JUN-15,2014,JUN,15,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,Moderate Decomposition,N,Unid,Adult,160,cm,estimate,NA,NA,NA,NA,NA,NA,NA,was originally a 2nd hand report that was not relayed to CRC until one day later. State parks unable to locate carcass. Dan Varland relocated carcass a little ways down the beach and sent photos 19 June. By that time was too decomposed and scavenged for r,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,NA,NA,-1.24E+14,4.71E+14
Grays Harbor,NW-2014-1159447,CRC-1410,,14NWR08033,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,Between 2nd and Waikiki,47.06980,dd.dddd,actual,-124.1736,dd.dddd,actual,GPS,N,N,2014-AUG-01,2014,AUG,1,Beach or Land,NA,NA,Fresh Dead,N,2014-AUG-01,2014,AUG,1,Fresh Dead,N,Male,Subadult,125,cm,actual,NA,NA,2014-AUG-01,2014,AUG,1,CRC,reported while washing in with the tide. Immediately recovered.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.017239308,-0.008327603,-1241736,470698
Grays Harbor,NW-2014-1157798,CRC-1359,,14NWR04020,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,Protection Island,46.94340,dd.dddd,estimate,-124.1175,dd.dddd,estimate,Internet/Software,N,CBD,2014-APR-20,2014,APR,20,Beach or Land,NA,NA,Fresh Dead,Y,2014-APR-21,2014,APR,21,Moderate Decomposition,N,Unid,Subadult,120,cm,estimate,NA,NA,NA,NA,NA,NA,NA,"No photos from original reporting party. Dan Varland was in the area and agreed to look for it, could not find. Found and photographed by COASST volunteer on 26 April.",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.038860692,0.118072397,-1241175,469434
Grays Harbor,NW-2014-1159460,CRC-1424,,14NWR08043,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Ocean City,WA,Pacific Ocean,~1 mi N of OC access,47.08690,dd.dddd,actual,-124.1788,dd.dddd,actual,GPS,N,N,2014-AUG-12,2014,AUG,12,Beach or Land,NA,NA,Fresh Dead,N,2014-AUG-13,2014,AUG,13,Fresh Dead,N,Male,Calf,90,cm,actual,12,kg,2014-AUG-14,2014,AUG,14,CRC,NA,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.022439308,-0.025427603,-1241788,470869
Grays Harbor,NW-2014-1159399,14-GH-021,,14NWR08029,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NMFS West Coast Region - Seattle,NMFS West Coast Region - Seattle,NW,United States,Pacific Beach,WA,Pacific Ocean,100 yards north of public beach access,47.21117,dd.dddd,estimate,-124.2063,dd.dddd,estimate,Internet,N,CBD,2014-AUG-04,2014,AUG,4,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,47,in,estimate,120,lb,NA,NA,NA,NA,NA,Reported to NOAA on 8/12/14.,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.049945308,-0.149696603,-124206306,47211169
Grays Harbor,NW-2014-1159449,CRC-1412,,14NWR08035,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Copalis,WA,Pacific Ocean,"Roosevelt beach, at entrance",47.17500,dd.dddd,estimate,-124.1971,dd.dddd,estimate,Internet/Software,N,N,2014-AUG-05,2014,AUG,5,Beach or Land,NA,NA,Fresh Dead,N,2014-AUG-05,2014,AUG,5,Fresh Dead,N,Male,Adult,144,cm,actual,NA,NA,2014-AUG-06,2014,AUG,6,CRC,NA,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.040739308,-0.113527603,-1241971,47175
Island,NW-2014-1155436,14Pp26JanWI-01,,14NWR01015,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Admiralty Inlet, .1 mile south of Bush Point boat house",48.14333,dd.dddd,actual,-122.3640,dd.dddd,actual,Map,N,N,2014-JAN-26,2014,JAN,26,Beach or Land,NA,NA,Fresh Dead,N,2014-JAN-26,2014,JAN,26,Fresh Dead,N,Unid,Subadult,120,cm,actual,132,kg,NA,NA,NA,NA,NA,"Porpoise reported initially on Jan 25th, but all membersd of stranding team were attending Ways of whales Workshop. Jill nd Clarence met with reporting party Jen Price and her husband Rick at Bush Point on 1/16. RP's took them to the site 0.1 mile south of the Bush Point boathouse. The carcass had been scavenged on its left side from jaw to area in front and above junction of left flipper. Left eye gone. Carcass collected and placed in Orca Network freezer for eventual necropsy.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.563193,0.003109233,-1.95E+14,4814333
Island,NW-2014-1157843,14Pp11MayWI-04,,14NWR05052,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Surfcrest Community, on beach north of Moran Road, Oak Harbor",48.38100,dd.dddd,actual,-122.6647,dd.dddd,actual,GPS,N,CBD,2014-MAY-11,2014,MAY,11,Beach or Land,NA,NA,Moderate Decomposition,N,2014-MAY-11,2014,MAY,11,Moderate Decomposition,N,Female,Adult,164,cm,actual,330,kg,2014-JUN-21,2014,JUN,21,Norman et al,"Carcass reported may 10, by nearby resident Edward cooper (509-879-1127). It was a large porpoise slightly scavenged. On May 11, 2014, Mary Jo Adams investigated the carcass, but it required a tram to remove it from the beach. A team was mustered at 5pm and the carcass was carried by soft-stretcher off the beach with the assistance of RP Cooper. He had obtained easy access to the truck through private property (Surfcrest is a gated private community)to shorten the transport distance. The carcass was frozen for necropsy. Necropsy examination 6/21/14, by Dr, Stephanie Norman et al. Teeth were taken for the aging study, Morphometrics were recorded. No actual necropsy was performed due to the advanced stage of s decomposition and extensive scavenging of the carcass. (More scavenging by eagles occurred between sighting on May 10 and pickup on May 11.) Blubber samples were frozen in foil for toxins study. The skull was removed and will be sent to Baylor University for an ear plug study, after which the skull will be returned. The rest of the skeleton was flensed and frozen for educational purposes. The female was pregnant. A 67 cm long fetus was in the left horn. Male. Estimated at 4.8 kg. Estimated at being 3-4 weeks before birth. Amniotic fluid was collected. Fetus decomposing. Discarded.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.537153,NA,-1.95E+14,4.81E+14
Island,NW-2014-1194939,14Pp28SepWI-11,Confirmed,14NWR09125,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,Bush Point,48.03200,dd.dddd,estimate,-122.6050,dd.dddd,estimate,Internet,N,Y,2014-SEP-28,2014,SEP,28,Beach or Land,NA,NA,Fresh Dead,N,2014-SEP-28,2014,SEP,28,Fresh Dead,N,Male,Calf,115.5,cm,actual,27,kg,2016-APR-15,2016,APR,15,Norman et al.,"The carcass was picked up and frozen . No Level A measurements, gender determination or description was done at that time. All details recorded at necropsy when the level A was written. Full necropsy performed on 4/15/17. Male, calf of the year, Good nutritional condition. Close observation of the carcass revealed extensive marks from entanglement in fishing gear- hence fisheries interaction. The skull and mandibles were fractured, presumably from the animal trying to free itself from the net. A full set of tissue samples wee taken for histopathology. The flippers, scapulae and mandibles were frozen for transfer to Dr. Stephen Trumble at Baylor University for his DEXA study.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.322153,0.114439233,-1.95E+14,48032
Island,NW-2014-1159720,14Pp21SepWI-09,Confirmed,14NWR09015,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Strait of San de Fuca, 1.2 miles north of Ebeys Landing parking lot",48.20153,dd.dddd,estimate,-122.7365,dd.dddd,estimate,Map,N,Y,2014-SEP-21,2014,SEP,21,Beach or Land,NA,NA,Fresh Dead,N,2014-SEP-21,2014,SEP,21,Fresh Dead,N,Female,Yearling,110.5,cm,actual,21.9,kg,2014-SEP-23,2014,SEP,23,S. Norman,"Carcass located on Sep 21, 2014 around 11am about 1.2 miles north of Ebey's Landing beach parking lot. Found in mid-tidal area of beach and moved to high tide zone until pickup. Body showed scavenging holes around left eye and eye area. Lots of scrape marks all over body from rolling on pebbles and in the sand and possible claw or peck marks from scavenging birds. Otherwise the body was intact. The skin was scraped off a large area of the center left side. The carcass was carried off trhe beach around noon and placed into the cooler with ice around 1:30 pm. Delivered to SN headquarters in Freeland where it was kept on ice until necroposy on Sept. 23. There were NSF of the internal organs. Upon opening the skull for examination of the brain, the ventral brain stem was surrounded by hemorrhage extending to the ventral base of the skull and surrounding the entire caudal part of the cerebellum. Hemorrhage was also found deep into the atlas/axis area. Hemorrhage is on the right side of deep connective tissue beneath the blubber by C1 and C2 and surrounding the spinal cord. Update from J. Higgins: I received photos from Susan from the day that they got the stranding report, they collected and examined at least one day later. In the original photos you can clearly see monofilament impressions around the head and rostrum, but by the time they examined the animal themselves they could not see them anymore due to skin cracking and sloughing. I reviewed the photos with Stephanie Norman later (she had done the necropsy) and she agreed that it was an entanglement case based on the impressions in the photos, even though they did not see them at the necropsy.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.190653,-0.055090767,-1.95E+14,4820153
Island,NW-2014-1159521,14Pp10AugWI-05,,14NWR08065,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Admiralty Inlet, west corner of Admirals Cove at Keystone Way.",48.16389,dd.dddd,actual,-122.6379,dd.dddd,actual,GPS,N,N,2014-AUG-10,2014,AUG,10,Beach or Land,NA,NA,Fresh Dead,N,2014-AUG-10,2014,AUG,10,Fresh Dead,N,Female,Subadult,104,cm,actual,220,kg,NA,NA,NA,NA,NA,"The stranding network received a call from NOAA Hotline at 2:38 pm August 10 with a report from Robert Phillips, 360-824-1614, reporting a dead baby pilot whale on the beach at Ebey's landing. Susan Berta spoke to Robert, the carcass is 3' long, black with a white belly, so likely a harbor porpoise. It is rolling at the edge of the surf right in front of the parking lot. (this location is actually near Admirals Cove, not Ebey's Landing.) One eye is pecked out, but otherwise fresh and unscavenged. Howard Garrett was in Coupeville at the time and he was called to pick up the carcass. Robert said he would wait until someone got there and would pull the carcass up the beach to keep it from washing away. Howard picked up the porpoise. It was a female, 40"" long, (104 cm) freshly deceased, one eyeball pecked out and multiple gravel scratches, otherwise in good shape. Carcass frozen for future necropsy.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.289271,-0.017454767,-1.95E+14,48163894
Island,NW-2014-1194876,14Pp09AugWI-10,,14NWR08131,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Strait of Juan de Fuca, NASWI, Rocky Point",48.19393,dd.dddd,actual,-122.4201,dd.dddd,actual,Internet,N,CBD,2014-AUG-09,2014,AUG,9,Beach or Land,NA,NA,Moderate Decomposition,N,2014-AUG-09,2014,AUG,9,Moderate Decomposition,N,Unid,Calf,84.7,cm,actual,4.9,kg,2017-APR-14,2017,APR,14,"Norman, et al","The carcass was highly scavenged. It was a neonate. The teeth were not yet erupted. Much of the belly area was scavenged and most of the internal organs were gone. No photos were taken at the initial response as the carcass had to be removed quickly from a wedding site. On 4/14/17 a limited necropsy was performed. No tissue samples were collected with the exception of 2 samples of skin/blubber frozen in foil for possible further study. There were no significant findings. Only the heart, partial lung and bladder remained. All other internal organs were gone. The flippers, scapulae and mandibles were removed and refrozen for transfer to Baylor University for a DEXA study.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.507084,-0.047490767,-1.95E+14,4819393
Island,NW-2014-1156093,14Pp15JanCI-01,,14NWR01029,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Camano Island,WA,Puget Sound,"Driftwood Shores, eastside of Camano Island",48.09900,dd.dddd,estimate,-122.2230,dd.dddd,estimate,Map,N,N,2014-JAN-15,2014,JAN,15,Beach or Land,NA,NA,Fresh Dead,N,2014-JAN-14,2014,JAN,14,Fresh Dead,N,Male,Adult,145.5,cm,actual,232,kg,2014-JAN-18,2014,JAN,18,Norman et al,"A dead harbor porpoise was reported under driftwood on Driftwood shores beach. The carcass appeared to be fresh dead. Jen chapin and others collected the carcass on 1/15/14 and transported it to Caroline Spoehar in anacortes for a necropsy in Oak harbor on 1/18/14. The carcass was kept cool, but not frozen. The necropsy was performed by Norman et al. It was actually code 3+ with little odor but some organs were ""cooked"". There were extensive abrasions of the epithelium from rolling around on the beach. Stomach flukes were noted. No significant findings. The carcass was completely flensed and the skeleton frozen for eventual transfer for a research project at Baylor University.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.704153,0.047439233,-1.95E+14,48099
Island,NW-2014-1155606,14Pp23FebWI-02,,14NWR02006,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey Island,WA,Puget Sound,"Useless Bay by 2112 Shore Ave, Freeland",47.99800,dd.dddd,estimate,-122.4990,dd.dddd,estimate,Map,N,CBD,2014-FEB-23,2014,FEB,23,Beach or Land,NA,NA,Moderate Decomposition,N,2014-FEB-23,2014,FEB,23,Moderate Decomposition,N,Unid,Subadult,120,cm,estimate,130,kg,NA,NA,NA,NA,NA,"Dale Woodard e mailed a report of a long dead ""baby orca"" on his beach on Feb 23, 2014. He estimated the length at 4 feet. Was a harbor porpoise, not an orca. The carcass, except for the head and distal abdominal region,was extremely scavenged down to the ribs. Some internal organs extruding. Unable to determine gender. The head appeared to be in fairly good shape with a full set of teeth visible.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.428153,0.148439233,-1.95E+14,47998
Island,NW-2014-1169110,14Pp01SepWI-08,,14NWR09040,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Whidbey,WA,Puget Sound,"Penn Cove, north of Long Point Manor 1 mile",48.13360,dd.dddd,estimate,-122.3853,dd.dddd,estimate,Internet,N,CBD,2014-SEP-01,2014,SEP,1,NA,NA,NA,Alive,N,2014-SEP-01,2014,SEP,1,Fresh Dead,Y,Male,Adult,145,cm,actual,222.6,kg,2014-SEP-03,2014,SEP,3,Norman et al,"Approx. 1:30 pm on 9/1/14 we received a report from local residents Alice Schisel and Al Tennant about a live porpoise half on the beach, half in the water north of Long Point on Penn Cove. Some kayaker flipped it over, no wounds or injuries noted. Large and healthy looking and pushed it back into the water where it sank. At approx. 3pm. Flossie Pearson relocated the carcass. It was large and in perfect shape. The carcass was collected and held on ice for necropsy on 9/3/14 performed by Norman et al. Possible lung pathology. Tissue samples taken for further study.",Harbor porpoise,Inland_WA,4.81E+14,-1.95E+14,-1823.541853,0.012839233,-1.95E+14,481336
